numero_partido,votos_legenda,nome_partido,sigla_partido
23,12,Cidadania,CIDADANIA
25,22,Democratas,DEM
27,8,Democracia Cristã,DC
12,39,Partido Democrático Trabalhista,PDT
55,35,Partido Social Democrático,PSD
90,4,Partido Republicano da Ordem Social,PROS
40,82,Partido Socialista Brasileiro,PSB
77,3,Solidariedade,SOLIDARIEDADE
10,67,REPUBLICANOS,REPUBLICANOS
