numero_partido,votos_legenda,nome_partido,sigla_partido
15,139,Movimento Democrático Brasileiro,MDB
11,44,PROGRESSISTAS,PP
28,15,Partido Renovador Trabalhista Brasileiro,PRTB
33,4,Partido da Mobilização Nacional,PMN
45,21,Partido da Social Democracia Brasileira,PSDB
19,60,Podemos,PODE
