numero_partido,votos_legenda,nome_partido,sigla_partido
23,166,Cidadania,CIDADANIA
25,25,Democratas,DEM
11,155,PROGRESSISTAS,PP
40,15,Partido Socialista Brasileiro,PSB
13,20,Partido dos Trabalhadores,PT
45,37,Partido da Social Democracia Brasileira,PSDB
77,13,Solidariedade,SOLIDARIEDADE
10,23,REPUBLICANOS,REPUBLICANOS
