numero_partido,votos_legenda,nome_partido,sigla_partido
10,344,REPUBLICANOS,REPUBLICANOS
19,276,Podemos,PODE
33,51,Partido da Mobilização Nacional,PMN
40,20,Partido Socialista Brasileiro,PSB
45,41,Partido da Social Democracia Brasileira,PSDB
11,105,PROGRESSISTAS,PP
23,47,Cidadania,CIDADANIA
