numero_partido,votos_legenda,nome_partido,sigla_partido
11,30,PROGRESSISTAS,PP
28,149,Partido Renovador Trabalhista Brasileiro,PRTB
14,23,Partido Trabalhista Brasileiro,PTB
40,190,Partido Socialista Brasileiro,PSB
45,27,Partido da Social Democracia Brasileira,PSDB
18,28,Rede Sustentabilidade,REDE
10,26,REPUBLICANOS,REPUBLICANOS
