numero_partido,votos_legenda,nome_partido,sigla_partido
15,38,Movimento Democrático Brasileiro,MDB
65,5,Partido Comunista do Brasil,PC do B
33,41,Partido da Mobilização Nacional,PMN
40,233,Partido Socialista Brasileiro,PSB
45,18,Partido da Social Democracia Brasileira,PSDB
10,194,REPUBLICANOS,REPUBLICANOS
19,18,Podemos,PODE
13,20,Partido dos Trabalhadores,PT
